EEID,Status,Age,Gender,Education Level,Hire Date,Termination Date,Termination Type,Termination Reason,Job Information: Date,Division,Department,Supervisor EID,Pay rate,Pay rate - Currency code,Compensation Change Reason,Stock Options,Level,Is Supervisor,Length of service,Length of service: Years
284,Inactive,31,Male,Unknown,06 Aug 2018,10 Jan 2020,Voluntary,Unhappy with the leadership,17 Jun 2019,Engineering,Funnel Health,228,52920,EUR,Merit increase,Y,M1,No,"1 year, 5 months, 4 days",1
133,Active,35,Female,Unknown,24 Apr 2017,,,,01 Sep 2020,Customer Success,Customer Support,266,53248,USD,Promotion,Y,M1,Yes,"4 years, 1 month, 4 days",4
513,Active,35,Male,Master/Postgraduate,13 Jan 2020,,,,15 Apr 2021,Data & Analytics,Insights Enablers,247,53600,EUR,New hire,N,E4,No,"1 year, 4 months, 15 days",1
537,Active,31,Female,Master/Postgraduate,10 Feb 2020,,,,15 Apr 2021,Design,Product Design,168,54000,EUR,,Y,E4,No,"1 year, 3 months, 18 days",1
349,Inactive,39,Female,Unknown,03 Mar 2016,31 Mar 2019,Involuntary,Low Performance,01 Mar 2018,Design,Product Design,,54400,EUR,,Y,M2,No,"3 years, 28 days",3
495,Inactive,39,Male,Master/Postgraduate,22 Jan 2018,07 Mar 2018,Voluntary,Other employment,22 Jan 2018,Engineering,,,54400,EUR,,Y,,No,"1 month, 16 days",0
509,Inactive,38,Male,Master/Postgraduate,13 Jan 2020,21 May 2021,Voluntary,Unhappy with the leadership,15 Apr 2021,Engineering,Conversations,246,54400,EUR,New hire,N,M1,No,"1 year, 4 months, 8 days",1
724,Active,33,Male,Master/Postgraduate,22 Feb 2021,,,,15 Apr 2021,Strategy,Strategy,148,54400,EUR,Contract change,N,E3,No,"3 months, 6 days",0
727,Active,31,Male,High-school (Bachillerato),08 Mar 2021,,,,15 Apr 2021,Engineering,R&D,246,54400,EUR,New hire,N,M1,Yes,"2 months, 20 days",0
499,Inactive,33,Female,Undergraduate degree (Grado),03 Apr 2018,06 Sep 2019,Voluntary,Personal reasons,03 Apr 2018,Customer Success,Customer Support,,54600,USD,,Y,L2,No,"1 year, 5 months, 3 days",1
136,Inactive,35,Male,Undergraduate degree (Grado),02 May 2016,29 Nov 2019,Voluntary,Limited career opportunities,01 Mar 2018,Customer Success,Customer Support,266,55176,USD,,Y,M1,No,"3 years, 6 months, 27 days",3
236,Active,34,Male,Undergraduate degree (Grado),21 Jan 2019,,,,15 Apr 2021,Engineering,Ecosystems,680,55200,EUR,Merit increase,Y,M1,Yes,"2 years, 4 months, 7 days",2
240,Active,33,Male,Master/Postgraduate,18 Mar 2019,,,,15 Apr 2021,Engineering,Insights,246,55200,EUR,Merit increase,Y,M1,Yes,"2 years, 2 months, 10 days",2
278,Active,29,Male,Master/Postgraduate,18 Mar 2019,,,,15 Apr 2021,Data & Analytics,Customer Insights,247,55200,EUR,Promotion,Y,E3,No,"2 years, 2 months, 10 days",2
508,Active,37,Male,Master/Postgraduate,13 Jan 2020,28 May 2021,Voluntary,,15 Apr 2021,Engineering,Journeys,246,55200,EUR,Reduce/Increase Working hours,N,M1,Yes,"1 year, 4 months, 15 days",1
756,Active,32,Male,PhD,17 May 2021,,,,17 May 2021,Data & Analytics,Insights Enablers,151,55200,EUR,New hire,N,E3,No,11 days,0
475,Inactive,45,Female,Unknown,29 Sep 2014,17 Dec 2018,Voluntary,No details given,01 Jan 2017,People,,,56000,EUR,,Y,,No,"4 years, 2 months, 18 days",4
302,Active,44,Male,Master/Postgraduate,08 Jul 2019,,,,15 Apr 2021,People & Home,People Experience,305,56000,EUR,Merit increase,Y,E4,No,"1 year, 10 months, 20 days",1
183,Active,28,Male,Undergraduate degree (Grado),01 Oct 2019,,,,15 Apr 2021,Product,Core,294,56000,EUR,Merit increase,N,E2,No,"1 year, 7 months, 27 days",1
525,Active,32,Female,Undergraduate degree (Grado),09 Dec 2019,,,,15 Apr 2021,Product,Core,567,56000,EUR,Transfer,N,E2,No,"1 year, 5 months, 19 days",1
532,Active,32,Male,Master/Postgraduate,04 Feb 2020,,,,01 Jan 2021,Engineering,Platform,521,56000,EUR,,N,E3,No,"1 year, 3 months, 24 days",1
540,Active,30,Male,Undergraduate degree (Grado),10 Feb 2020,,,,15 Apr 2021,Data & Analytics,Machine Learning,181,56000,EUR,,N,E3,No,"1 year, 3 months, 18 days",1
556,Active,33,Male,Master/Postgraduate,24 Feb 2020,,,,15 Apr 2021,Engineering,Funnel Health,595,56000,EUR,New hire,N,M1,Yes,"1 year, 3 months, 4 days",1
584,Active,42,Male,Undergraduate degree (Grado),20 Apr 2020,,,,15 Apr 2021,Marketing,Lifecycle Marketing,544,56000,EUR,Transfer,N,E4,No,"1 year, 1 month, 8 days",1
615,Active,35,Male,,12 Jun 2020,,,,01 Jan 2021,Engineering,Journeys,508,56000,EUR,New hire,N,E2,No,"11 months, 16 days",0
633,Inactive,34,Male,Master/Postgraduate,13 Jul 2020,25 May 2021,Voluntary,Unhappy with the manager,15 Apr 2021,Data & Analytics,Customer Insights,247,56000,EUR,New hire,Y,E3,No,"10 months, 12 days",0
649,Active,39,Female,Undergraduate degree (Grado),20 Jul 2020,,,,15 Apr 2021,Data & Analytics,Customer Insights,247,56000,EUR,Reduce/Increase Working hours,N,E3,No,"10 months, 8 days",0
657,Active,34,Female,PhD,02 Nov 2020,,,,15 Apr 2021,Data & Analytics,Marketing Insights,731,56000,EUR,New hire,N,E3,No,"6 months, 26 days",0
698,Active,44,Female,Master/Postgraduate,11 Jan 2021,,,,01 Apr 2021,People & Home,People Talent,146,56000,GBP,Contract change,N,E3,No,"4 months, 17 days",0
714,Active,34,Male,Master/Postgraduate,22 Feb 2021,,,,17 May 2021,Marketing,SEO,746,56000,EUR,New hire,N,E4,No,"3 months, 6 days",0
761,Active,32,Male,Master/Postgraduate,17 May 2021,,,,17 May 2021,Data & Analytics,Data Platform,147,56000,EUR,New hire,N,E3,No,11 days,0
784,Active,33,Male,Master/Postgraduate,25 May 2021,,,,25 May 2021,Marketing,Demand Generation,544,56000,EUR,New hire,N,E3,No,3 days,0
170,Inactive,36,Male,Unknown,06 Mar 2017,03 Apr 2020,Voluntary,Unhappy with the leadership,01 Oct 2019,Engineering,Platform,245,56280,EUR,,Y,E4,No,"3 years, 28 days",3
128,Inactive,40,Female,Master/Postgraduate,25 Nov 2019,19 Nov 2020,Voluntary,Personal reasons,01 Sep 2020,Data & Analytics,Marketing Insights,283,57584,EUR,Merit increase,N,E3,No,"11 months, 24 days",0
392,Inactive,32,Male,Unknown,29 Aug 2016,27 Jul 2018,Involuntary,Low Performance,01 Mar 2018,Product,,,57600,EUR,,Y,M2,No,"1 year, 10 months, 29 days",1
373,Inactive,46,Male,Unknown,29 Apr 2019,21 Jun 2019,Involuntary,Failing probation period,29 Apr 2019,Product,,229,57600,EUR,,N,,No,"1 month, 22 days",0
518,Active,32,Male,Master/Postgraduate,10 Jan 2020,,,,01 Jan 2021,Engineering,Conversations,542,57600,EUR,,Y,E3,No,"1 year, 4 months, 18 days",1
534,Active,38,Male,Master/Postgraduate,07 Feb 2020,,,,01 Jan 2021,Engineering,Platform,521,57600,EUR,,N,E3,No,"1 year, 3 months, 21 days",1
460,Inactive,36,Male,Unknown,21 Jan 2015,25 Nov 2018,Voluntary,Other employment,31 Jan 2018,People,,,57685,EUR,,Y,M2,No,"3 years, 10 months, 4 days",3
377,Inactive,35,Male,Unknown,08 May 2017,31 May 2019,Voluntary,Unhappy with the manager,08 May 2017,Engineering,,228,58000,EUR,,Y,L4,No,"2 years, 23 days",2
608,Inactive,36,,Master/Postgraduate,06 Apr 2020,14 Aug 2020,Involuntary,Other,01 May 2020,Engineering,Platform,521,58240,EUR,Contract change,N,E3,No,"4 months, 8 days",0
419,Inactive,33,Male,Master/Postgraduate,13 Nov 2017,28 Feb 2019,Involuntary,Low Performance,13 Nov 2017,Customer Success,,,58800,EUR,,Y,M2,No,"1 year, 3 months, 15 days",1
355,Inactive,40,Male,Unknown,15 May 2017,30 Apr 2019,Involuntary,Low Performance,15 May 2017,Product,,227,60000,EUR,,Y,L4,No,"1 year, 11 months, 15 days",1
256,Inactive,35,Male,Undergraduate degree (Grado),11 Jun 2018,19 Feb 2021,Voluntary,Unhappy with the leadership,01 Jan 2021,Marketing,Growth Marketing,282,60000,EUR,Promotion,Y,M2,No,"2 years, 8 months, 8 days",2
304,Active,35,Female,Master/Postgraduate,05 Aug 2019,,,,15 Apr 2021,Product,Core,721,60000,EUR,Promotion,N,E3,Yes,"1 year, 9 months, 23 days",1
589,Active,44,Female,PhD,04 May 2020,,,,15 Apr 2021,Design,Product Design,168,60000,EUR,Transfer,Y,E4,No,"1 year, 24 days",1
625,Active,41,Male,Undergraduate degree (Grado),02 Jun 2020,,,,01 Jan 2021,Business Development,Sales,579,60000,USD,Reclassification to Non Exempt,N,E3,No,"11 months, 26 days",0
641,Active,31,Female,Master/Postgraduate,10 Aug 2020,,,,15 Apr 2021,Data & Analytics,Marketing Insights,731,60000,EUR,New hire,N,E3,No,"9 months, 18 days",0
684,Active,34,Male,Master/Postgraduate,25 Jan 2021,,,,15 Apr 2021,Design,Product Design,168,60000,EUR,New hire,N,E4,No,"4 months, 3 days",0
145,Active,40,Male,Unknown,04 Nov 2019,,,,01 Sep 2020,Security,Security,507,60480,EUR,Promotion,Y,E3,No,"1 year, 6 months, 24 days",1
1,Active,36,Female,Undergraduate degree (Grado),01 Jul 2019,,,,15 Apr 2021,People & Home,People Operations,305,61600,EUR,Reduce/Increase Working hours,Y,M2,Yes,"1 year, 10 months, 27 days",1
519,Inactive,37,Male,Unknown,10 Jan 2020,04 Jan 2021,Involuntary,Low Performance,01 Sep 2020,Engineering,Core Services,521,61600,EUR,,N,E3,No,"11 months, 25 days",0
533,Active,37,Male,Master/Postgraduate,04 Feb 2020,,,,01 Jan 2021,Engineering,Insights,240,61600,EUR,,N,E3,No,"1 year, 3 months, 24 days",1
590,Active,33,Male,Undergraduate degree (Grado),20 Apr 2020,,,,15 Apr 2021,Data & Analytics,Data Platform,147,61600,EUR,New hire,N,E3,No,"1 year, 1 month, 8 days",1
502,Active,35,Male,PhD,13 Jan 2020,,,,15 Apr 2021,Data & Analytics,Machine Learning,181,62400,EUR,,N,E3,No,"1 year, 4 months, 15 days",1
683,Active,33,Male,Master/Postgraduate,16 Nov 2020,,,,15 Apr 2021,Data & Analytics,Machine Learning,181,62400,EUR,New hire,N,E3,No,"6 months, 12 days",0
151,Active,33,Male,PhD,11 Nov 2019,,,,15 Apr 2021,Data & Analytics,Insights Enablers,247,63000,EUR,Merit increase,N,E4,Yes,"1 year, 6 months, 17 days",1
319,Active,34,Male,High-school (Bachillerato),08 Jul 2019,,,,15 Apr 2021,Engineering,Platform,245,63600,EUR,Merit increase,Y,M1,Yes,"1 year, 10 months, 20 days",1
430,Inactive,38,Male,Unknown,28 Sep 2015,27 Jul 2018,Involuntary,Low Performance,01 Mar 2018,Product,,,64000,EUR,,Y,M2,No,"2 years, 9 months, 29 days",2
238,Active,26,Male,Undergraduate degree (Grado),29 Mar 2016,,,,15 Apr 2021,Engineering,R&D,299,64000,EUR,Promotion,Y,E4,No,"5 years, 1 month, 30 days",5
210,Active,48,Male,Undergraduate degree (Grado),05 Sep 2016,,,,15 Apr 2021,Data & Analytics,Machine Learning,181,64000,EUR,Merit increase,Y,E4,No,"4 years, 8 months, 23 days",4
418,Inactive,44,Male,Unknown,03 Jul 2017,06 Apr 2018,Involuntary,Low Performance,03 Jul 2017,Customer Success,,,64000,EUR,,Y,,No,"9 months, 3 days",0
272,Active,34,Female,Master/Postgraduate,08 Apr 2019,,,,15 Apr 2021,Finance & Legal,Finance,227,64000,EUR,Promotion,Y,M3,Yes,"2 years, 1 month, 20 days",2
303,Inactive,47,Female,Master/Postgraduate,01 Aug 2019,04 Sep 2020,Voluntary,Ready for the next challenge,01 Sep 2020,Finance & Legal,Finance,227,64000,EUR,Promotion,Y,M3,No,"1 year, 1 month, 3 days",1
629,Active,33,Not Specified,Undergraduate degree (Grado),15 Jun 2020,,,,01 Jan 2021,Engineering,R&D,664,64000,EUR,New hire,N,E3,No,"11 months, 13 days",0
635,Active,33,Male,High-school (Bachillerato),10 Jul 2020,,,,01 Jan 2021,Engineering,Ecosystems,680,64000,EUR,New hire,N,M1,Yes,"10 months, 18 days",0
651,Active,30,Male,Master/Postgraduate,01 Sep 2020,,,,01 Jan 2021,Engineering,Platform,319,64000,EUR,New hire,N,E3,No,"8 months, 27 days",0
692,Active,45,Male,Undergraduate degree (Grado),01 Dec 2020,,,,15 Apr 2021,Finance & Legal,Finance,227,64000,EUR,New hire,N,M3,Yes,"5 months, 27 days",0
747,Active,35,Male,Master/Postgraduate,17 May 2021,,,,17 May 2021,Data & Analytics,Insights Enablers,247,64000,EUR,New hire,N,E4,No,11 days,0
594,Active,31,Male,Undergraduate degree (Grado),01 May 2020,,,,01 Jan 2021,Engineering,Ecosystems,635,64680,EUR,Promotion,N,E3,No,"1 year, 27 days",1
248,Inactive,30,Female,Master/Postgraduate,21 Mar 2016,16 Aug 2020,Voluntary,Sabbatical leave,01 Mar 2020,Data & Analytics,Marketing Insights,283,64800,EUR,Merit increase,Y,M1,No,"4 years, 4 months, 26 days",4
746,Active,38,Male,Master/Postgraduate,17 May 2021,,,,17 May 2021,Marketing,SEO,544,64800,EUR,New hire,N,M2,Yes,11 days,0
285,Active,37,Male,PhD,25 Jun 2018,,,,15 Apr 2021,Product,Funnel Health,721,65600,EUR,Merit increase,Y,E3,Yes,"2 years, 11 months, 3 days",2
542,Active,0,Male,Master/Postgraduate,11 Feb 2020,,,,01 Jan 2021,Engineering,Conversations,246,65600,EUR,,Y,E3,Yes,"1 year, 3 months, 17 days",1
622,Active,43,Male,PhD,12 Jun 2020,,,,01 Jan 2021,Engineering,Ecosystems,236,65600,EUR,New hire,N,E3,No,"11 months, 16 days",0
616,Inactive,33,Male,PhD,15 May 2020,26 Feb 2021,Voluntary,Ready for the next challenge,01 Jan 2021,Engineering,Ecosystems,635,67200,EUR,New hire,N,E3,No,"9 months, 11 days",0
603,Inactive,28,Male,,02 Jun 2020,07 Jan 2021,Involuntary,Low Performance,01 Jan 2021,Engineering,Ecosystems,635,67200,EUR,New hire,N,E3,No,"7 months, 5 days",0
292,Inactive,45,Male,Unknown,31 Jul 2017,06 Feb 2020,Voluntary,Personal reasons,31 Jul 2017,Data & Analytics,Data Operations,269,68000,EUR,Merit increase,Y,M2,No,"2 years, 6 months, 6 days",2
294,Active,30,Male,Undergraduate degree (Grado),23 Oct 2017,,,,15 Apr 2021,Product,Core,721,68000,EUR,Merit increase,Y,M2,Yes,"3 years, 7 months, 5 days",3
679,Active,32,Female,Master/Postgraduate,11 Jan 2021,,,,15 Apr 2021,Product,Core,567,68000,EUR,New hire,N,E3,No,"4 months, 17 days",0
744,Active,43,Male,Master/Postgraduate,03 May 2021,,,,18 May 2021,Data & Analytics,Marketing Insights,731,68000,EUR,New hire,N,E3,No,25 days,0
774,Active,43,Male,Undergraduate degree (Grado),17 May 2021,,,,17 May 2021,Design,Product Design,504,68000,GBP,New hire,N,E3,No,11 days,0
757,Active,39,Male,Master/Postgraduate,24 May 2021,,,,24 May 2021,Data & Analytics,Customer Insights,151,68000,GBP,New hire,N,E3,No,4 days,0
593,Active,32,Male,,01 May 2020,,,,01 Jan 2021,Engineering,Platform,319,68800,EUR,Market adjustment,N,E3,No,"1 year, 27 days",1
520,Active,36,Male,Master/Postgraduate,10 Jan 2020,,,,01 Jan 2021,Engineering,Ecosystems,236,69440,EUR,,N,E3,No,"1 year, 4 months, 18 days",1
459,Inactive,45,Male,Unknown,17 Feb 2016,08 Feb 2019,Involuntary,Low Performance,17 Feb 2016,Data & Analytics,,282,69600,EUR,,Y,M3,No,"2 years, 11 months, 20 days",2
462,Inactive,40,Male,Master/Postgraduate,04 Dec 2017,31 Dec 2018,Voluntary,Other employment,04 Dec 2017,Business Development,,282,70400,EUR,,Y,,No,"1 year, 27 days",1
147,Active,30,Male,Undergraduate degree (Grado),11 Nov 2019,,,,15 Apr 2021,Data & Analytics,Data Platform,181,70400,EUR,Promotion,Y,M1,Yes,"1 year, 6 months, 17 days",1
247,Active,39,Male,Master/Postgraduate,04 Mar 2019,,,,15 Apr 2021,Data & Analytics,Customer Insights,283,70720,EUR,Merit increase,Y,M2,Yes,"2 years, 2 months, 24 days",2
530,Active,45,Male,PhD,03 May 2021,,,,03 May 2021,Data & Analytics,Machine Learning,181,71200,EUR,,N,E4,No,"1 year, 30 days",1
356,Inactive,37,Male,Master/Postgraduate,14 May 2018,22 Jul 2019,Involuntary,Low Performance,14 May 2018,Engineering,Management,228,72000,EUR,,Y,M3,No,"1 year, 2 months, 8 days",1
262,Active,30,Male,Master/Postgraduate,13 May 2019,,,,15 Apr 2021,Data & Analytics,Marketing Insights,731,72000,EUR,Promotion,Y,E4,No,"2 years, 15 days",2
521,Active,41,Male,,10 Jan 2020,,,,01 Jan 2021,Engineering,Platform,245,72000,EUR,Promotion,N,M2,Yes,"1 year, 4 months, 18 days",1
582,Active,35,Male,Master/Postgraduate,03 Apr 2020,,,,01 Jan 2021,Engineering,Platform,319,72000,EUR,Market adjustment,N,E3,No,"1 year, 1 month, 25 days",1
567,Active,33,Female,Undergraduate degree (Grado),06 Apr 2020,,,,15 Apr 2021,Product,Core,721,72000,EUR,Promotion,N,M2,Yes,"1 year, 1 month, 22 days",1
142,Active,37,Male,Unknown,16 Nov 2020,,,,01 Jan 2021,Engineering,Platform,521,72000,EUR,New hire,Y,E4,No,"1 year, 1 month, 0 days",1
702,Active,30,Male,Undergraduate degree (Grado),11 Jan 2021,,,,15 Apr 2021,Customer Success,Customer Engagement,282,72000,USD,New hire,N,E3,Yes,"4 months, 17 days",0
560,Active,31,Female,Undergraduate degree (Grado),02 Mar 2020,,,,15 Apr 2021,Business Development,Reseller,623,74800,USD,Market adjustment,N,E3,No,"1 year, 2 months, 26 days",1
425,Inactive,42,Male,Undergraduate degree (Grado),28 Aug 2017,25 Apr 2019,Voluntary,Lack of strategy / direction,18 Sep 2018,Engineering,Development,228,76000,EUR,,Y,M3,No,"1 year, 7 months, 28 days",1
467,Inactive,38,Male,Unknown,23 Apr 2018,10 Feb 2019,Voluntary,Unhappy with the leadership,23 Apr 2018,Product,,,76000,EUR,,Y,L3,No,"9 months, 17 days",0
429,Inactive,37,Female,Undergraduate degree (Grado),30 Apr 2018,15 Feb 2019,Voluntary,Personal reasons,30 Apr 2018,Product,,,76000,EUR,,Y,L3,No,"9 months, 15 days",0
280,Active,34,Male,Undergraduate degree (Grado),12 Nov 2018,,,,15 Apr 2021,Finance & Legal,Legal,227,76000,EUR,Merit increase,Y,M3,Yes,"2 years, 6 months, 16 days",2
270,Inactive,44,Male,Master/Postgraduate,18 Feb 2019,10 Jan 2020,Voluntary,Unhappy with the leadership,18 Feb 2019,Engineering,Infrastructure,228,76000,EUR,New hire,N,M3,No,"10 months, 20 days",0
225,Active,36,Male,Undergraduate degree (Grado),16 Sep 2019,,,,15 Apr 2021,Data & Analytics,Insights Enablers,283,76000,EUR,Merit increase,Y,E5,Yes,"1 year, 8 months, 12 days",1
595,Active,37,Male,Master/Postgraduate,04 May 2020,,,,15 Apr 2021,Engineering,Funnel Health,228,76000,EUR,New hire,Y,M3,Yes,"1 year, 24 days",1
749,Active,30,Male,Undergraduate degree (Grado),19 Apr 2021,,,,19 Apr 2021,Engineering,Corporate,267,76000,USD,New hire,N,E2,No,"1 month, 9 days",0
771,Active,39,Male,Undergraduate degree (Grado),17 May 2021,,,,17 May 2021,People & Home,People Operations,1,76000,USD,New hire,N,E3,No,11 days,0
342,Inactive,33,Female,Undergraduate degree (Grado),26 Feb 2018,30 Sep 2019,Voluntary,Unhappy with the leadership,22 Aug 2019,Marketing,,269,77040,EUR,,Y,M3,No,"1 year, 7 months, 4 days",1
768,Active,32,Male,Master/Postgraduate,17 May 2021,,,,17 May 2021,Strategy,Strategy,148,77600,EUR,New hire,N,E4,No,11 days,0
276,Active,35,Female,Master/Postgraduate,07 Jan 2019,,,,15 Apr 2021,People & Home,People Experience,305,80000,EUR,Merit increase,Y,M3,No,"2 years, 4 months, 21 days",2
245,Active,47,Male,High-school (Bachillerato),02 Sep 2019,,,,15 Apr 2021,Engineering,Platform,228,80000,EUR,Merit increase,Y,M3,Yes,"1 year, 8 months, 26 days",1
504,Active,45,Male,Undergraduate degree (Grado),13 Jan 2020,,,,15 Apr 2021,Design,Creative Design,282,80000,EUR,New hire,Y,M3,Yes,"1 year, 4 months, 15 days",1
507,Active,41,Male,Master/Postgraduate,13 Jan 2020,,,,15 Apr 2021,Security,Security,228,80000,EUR,,Y,M3,Yes,"1 year, 4 months, 15 days",1
737,Active,33,Female,Master/Postgraduate,22 Mar 2021,,,,01 May 2021,Business Development,Sales,282,80000,USD,New hire,N,E4,No,"2 months, 6 days",0
246,Active,37,Male,Undergraduate degree (Grado),02 Sep 2019,,,,15 Apr 2021,Engineering,Conversations,228,82400,EUR,Merit increase,Y,M3,Yes,"1 year, 8 months, 26 days",1
207,Active,36,Male,Undergraduate degree (Grado),01 Oct 2019,,,,15 Apr 2021,Marketing,Product Marketing,725,82400,EUR,Merit increase,Y,M2,No,"1 year, 7 months, 27 days",1
220,Active,49,Female,Undergraduate degree (Grado),18 Apr 2018,,,,15 Apr 2021,Customer Success,Customer Success,282,85600,EUR,Merit increase,Y,M4,Yes,"3 years, 1 month, 10 days",3
329,Inactive,31,Male,Unknown,22 Jan 2019,01 Nov 2019,Voluntary,Lack of strategy / direction,22 Jan 2019,Engineering,Developer Advocates,228,88000,USD,,N,L2,No,"9 months, 10 days",0
544,Active,38,Male,Undergraduate degree (Grado),06 Feb 2020,,,,15 Apr 2021,Marketing,Demand Generation,725,92000,EUR,Contract change,Y,M3,Yes,"1 year, 3 months, 22 days",1
447,Inactive,35,Female,Unknown,13 Aug 2015,05 Mar 2019,Voluntary,Lack of strategy / direction,06 Apr 2018,Customer Success,Account Management,220,96000,USD,Transfer,Y,M1,No,"3 years, 6 months, 23 days",3
661,Active,28,Female,Undergraduate degree (Grado),24 Aug 2020,,,,14 Apr 2021,Customer Success,Customer Engagement,725,96000,USD,New hire,N,E3,No,"9 months, 4 days",0
680,Active,38,Male,Master/Postgraduate,01 Dec 2020,,,,15 Apr 2021,Engineering,Ecosystems,228,96000,EUR,New hire,N,M3,Yes,"5 months, 27 days",0
731,Active,54,Male,Undergraduate degree (Grado),22 Mar 2021,,,,22 Mar 2021,Data & Analytics,Marketing Insights,283,96000,GBP,New hire,N,M2,Yes,"2 months, 6 days",0
161,Active,44,Male,Unknown,28 Oct 2019,,,,01 Feb 2021,R&D,Core,299,99200,GBP,Transfer,Y,E6,No,"1 year, 7 months, 0 days",1
283,Active,39,Female,Master/Postgraduate,09 Jul 2018,,,,15 Apr 2021,Data & Analytics,Data & Analytics,227,99360,EUR,Reduce/Increase Working hours,Y,M3,Yes,"2 years, 9 months, 3 days",2
438,Inactive,37,Male,Unknown,07 Sep 2015,29 Mar 2019,Voluntary,Unhappy with the leadership,01 Jul 2018,Marketing,,282,100000,EUR,,Y,,No,"3 years, 6 months, 22 days",3
181,Active,38,Male,PhD,01 Oct 2019,,,,15 Apr 2021,Data & Analytics,Data & Analytics,227,100320,EUR,Merit increase,Y,M3,Yes,"1 year, 7 months, 27 days",1
363,Inactive,47,Male,Unknown,07 Nov 2014,14 Feb 2018,Voluntary,Other employment,07 Nov 2014,Engineering,,299,104000,EUR,,Y,,No,"3 years, 3 months, 7 days",3
405,Inactive,43,Male,Unknown,11 Apr 2016,30 Apr 2018,Voluntary,Other employment,11 Apr 2016,Engineering,,,104000,EUR,,Y,,No,"2 years, 19 days",2
168,Active,43,Female,Master/Postgraduate,14 Oct 2019,,,,15 Apr 2021,Design,Product Design,721,104000,EUR,New hire,N,M4,Yes,"1 year, 7 months, 14 days",1
621,Inactive,31,Male,Undergraduate degree (Grado),02 Jun 2020,25 Sep 2020,Voluntary,Lack of strategy / direction,01 Sep 2020,Design,Product Design,168,104000,USD,New hire,N,E3,No,"3 months, 23 days",0
734,Active,37,Male,PhD,03 May 2021,,,,03 May 2021,Product,Conversations,721,104000,EUR,New hire,N,M3,No,25 days,0
148,Active,31,Male,Master/Postgraduate,10 Dec 2018,,,,15 Apr 2021,Strategy,Strategy,282,112000,EUR,Promotion,Y,M4,Yes,"2 years, 5 months, 18 days",2
588,Active,31,Male,Master/Postgraduate,20 Apr 2020,,,,01 Apr 2021,Engineering,Ecosystems,515,112000,USD,Promotion,N,E2,No,"1 year, 1 month, 8 days",1
712,Active,34,Male,Undergraduate degree (Grado),08 Feb 2021,,,,08 Feb 2021,Marketing,Demand Generation,544,116000,USD,New hire,N,E3,No,"3 months, 20 days",0
224,Active,49,Male,Primary school,11 May 2015,,,,01 Jan 2021,Marketing,Brand Marketing,282,116480,USD,Merit increase,Y,M3,Yes,"6 years, 17 days",6
364,Inactive,42,Male,Unknown,04 Sep 2017,13 Jun 2018,Involuntary,Low Performance,04 Sep 2017,People,,,120000,EUR,,Y,,No,"9 months, 9 days",0
579,Active,45,Male,Undergraduate degree (Grado),06 Apr 2020,,,,13 Nov 2020,Business Development,Sales,282,120000,USD,New hire,Y,M3,Yes,"1 year, 1 month, 22 days",1
604,Active,28,Male,Master/Postgraduate,28 Apr 2020,,,,01 Jan 2021,Engineering,Ecosystems,515,120000,USD,New hire,N,E2,No,"1 year, 1 month, 0 days",1
623,Active,45,Male,Master/Postgraduate,02 Jun 2020,,,,13 Nov 2020,Business Development,Reseller,282,120000,USD,New hire,Y,M2,Yes,"11 months, 26 days",0
293,Active,30,Male,Master/Postgraduate,19 Mar 2018,,,,01 Jan 2021,Product,Partnerships,195,124000,USD,Promotion,Y,E3,No,"3 years, 2 months, 9 days",3
585,Active,33,Female,Undergraduate degree (Grado),20 Apr 2020,,,,25 May 2021,Marketing,Product Marketing,760,128000,USD,New hire,N,E3,No,"1 year, 1 month, 8 days",1
704,Active,44,Male,PhD,22 Feb 2021,,,,22 Feb 2021,Product,Partnerships,721,128000,EUR,New hire,N,M3,Yes,"3 months, 6 days",0
686,Active,37,Male,Undergraduate degree (Grado),16 Nov 2020,,,,22 Mar 2021,Data & Analytics,Marketing Insights,731,132000,USD,New hire,N,E3,No,"6 months, 12 days",0
362,Inactive,39,Male,Unknown,27 Feb 2017,20 Dec 2018,Voluntary,Other employment,27 Feb 2017,Finance,,282,136000,EUR,,Y,,No,"1 year, 9 months, 21 days",1
398,Inactive,57,Male,Unknown,10 Jul 2017,31 Mar 2019,Involuntary,Low Performance,10 Jul 2017,Design,,282,136000,EUR,,Y,L3,No,"1 year, 8 months, 21 days",1
305,Active,39,Male,Master/Postgraduate,07 Jan 2019,,,,15 Apr 2021,People & Home,Leadership,282,140000,EUR,Merit increase,Y,C-Level,Yes,"2 years, 4 months, 21 days",2
227,Active,46,Male,Master/Postgraduate,21 Jan 2019,,,,15 Apr 2021,Finance & Legal,Leadership,282,140000,EUR,Merit increase,Y,C-Level,Yes,"2 years, 4 months, 7 days",2
515,Active,38,Male,Unknown,13 Jan 2020,,,,01 Jan 2021,Engineering,Ecosystems,680,152000,USD,New hire,N,M1,Yes,"1 year, 4 months, 15 days",1
554,Active,44,Male,Master/Postgraduate,09 Mar 2020,,,,01 Jan 2021,Engineering,Ecosystems,515,152000,USD,New hire,N,E3,No,"1 year, 2 months, 19 days",1
576,Inactive,31,Male,Undergraduate degree (Grado),20 Apr 2020,07 Aug 2020,Voluntary,Lack of strategy / direction,01 Jul 2020,Product,,282,152000,USD,New hire,N,E3,No,"3 months, 17 days",0
