year,tournament,start_date,end_date,location,court_surface,prize_money,currency,masters
2012,tournoi-international-de-clermont-ferrand_itf_juniors0,2012-08-27,2012-09-01,FRA,Clay,,,0
2012,tournoi-international-de-clermont-ferrand_itf_juniors1,2012-08-27,2012-09-01,FRA,Clay,,,0
1988,ostend_challenger,1988-08-15,1988-08-21,Belgium,Clay,25000,$,100
2012,itf-sweden-junior-open_itf_juniors0,2012-08-27,2012-09-01,SWE,Clay,,,0
2012,itf-sweden-junior-open_itf_juniors1,2012-08-27,2012-09-01,SWE,Clay,,,0
1993,netherlands-masters_itf_procircuit2,1993-06-21,1993-07-18,NED,Clay,,,25
2012,ttt-itf-junior-tennis-championship_itf_juniors0,2012-08-27,2012-09-01,IND,Clay,,,0
1993,netherlands-masters_itf_procircuit3,1993-06-21,1993-07-18,NED,Clay,,,25
1993,netherlands-masters_itf_procircuit0,1993-06-21,1993-07-18,NED,Clay,,,25
1993,netherlands-masters_itf_procircuit1,1993-06-21,1993-07-18,NED,Clay,,,25
1998,paraguay-f2-futures_itf_procircuit0,1998-11-09,1998-11-15,PAR,Clay,,,25
2005,bulgaria-1_itf_procircuit1,2005-05-02,2005-05-29,BUL,Clay,,,25
2012,turkey-f6-futures_itf_procircuit0,2012-02-13,2012-02-19,TUR,Hard,,,25
1993,italy-2-masters_itf_procircuit0,1993-06-26,1993-07-25,ITA,Clay,,,25
1993,italy-2-masters_itf_procircuit1,1993-06-26,1993-07-25,ITA,Clay,,,25
1993,italy-2-masters_itf_procircuit2,1993-06-26,1993-07-25,ITA,Clay,,,25
1993,italy-2-masters_itf_procircuit3,1993-06-26,1993-07-25,ITA,Clay,,,25
2001,turkey-f2-futures_itf_procircuit0,2001-07-02,2001-07-08,TUR,Hard,,,25
1998,chile-f1-futures_itf_procircuit0,1998-11-16,1998-11-22,CHI,Clay,,,25
1998,paraguay-f3-futures_itf_procircuit0,1998-11-16,1998-11-22,PAR,Clay,,,25
1998,pakistan-f1-futures_itf_procircuit0,1998-11-17,1998-11-22,PAK,Clay,,,25
2001,usa-f17b-futures_itf_procircuit0,2001-07-02,2001-07-08,USA,Clay,,,25
2012,australia-f2-futures_itf_procircuit0,2012-02-20,2012-02-26,AUS,Grass,,,25
2011,metz,2011-09-19,2011-09-25,France,Hard,398250,€,250
2011,bucharest,2011-09-19,2011-09-25,Romania,Clay,371200,€,250
2011,kuala-lumpur,2011-09-26,2011-10-02,Malaysia,Hard,850000,$,250
2011,bangkok,2011-09-26,2011-10-02,Thailand,Hard,587000,$,250
2011,beijing,2011-10-03,2011-10-09,China,Hard,2100000,$,500
2011,tokyo,2011-10-03,2011-10-09,Japan,Hard,1214500,$,500
2014,memphis,2014-02-10,2014-02-16,USA,Hard,568805,$,250
2014,buenos-aires,2014-02-10,2014-02-16,Argentina,Clay,488890,$,250
2014,rio-de-janeiro,2014-02-17,2014-02-23,Brazil,Clay,1309770,$,500
2014,marseille,2014-02-17,2014-02-23,France,Hard,549260,€,250
2014,delray-beach,2014-02-17,2014-02-23,USA,Hard,474005,$,250
2014,dubai,2014-02-24,2014-03-01,UAE,Hard,1928340,$,500
2014,acapulco,2014-02-24,2014-03-01,Mexico,Hard,1309770,$,500
2013,houston,2013-04-08,2013-04-14,USA,Clay,455775,$,250
2014,sao-paulo,2014-02-24,2014-03-02,Brazil,Clay,474005,$,250
2013,monte-carlo,2013-04-14,2013-04-21,Monaco,Clay,2646495,€,1000
2014,casablanca,2014-04-07,2014-04-13,Morocco,Clay,426605,€,250
2013,munich,2013-04-29,2013-05-05,Germany,Clay,410200,€,250
2013,oeiras,2013-04-29,2013-05-05,Portugal,Clay,410200,€,250
2014,monte-carlo,2014-04-13,2014-04-20,Monaco,Clay,2884675,€,1000
2013,madrid,2013-05-05,2013-05-12,Spain,Clay,3368265,€,1000
2014,barcelona,2014-04-21,2014-04-27,Spain,Clay,1845585,€,500
2013,rome,2013-05-12,2013-05-19,Italy,Clay,2646495,€,1000
2014,bucharest,2014-04-21,2014-04-27,Romania,Clay,426605,€,250
2014,munich,2014-04-28,2014-05-04,Germany,Clay,426605,€,250
2013,dusseldorf,2013-05-19,2013-05-25,Germany,Clay,410200,€,250
2013,roland-garros,2013-05-27,2013-06-09,France,Clay,10104000,€,2000
2013,halle,2013-06-10,2013-06-16,Germany,Grass,683665,€,250
2008,casio-hamburg-g-shock-cup_itf_juniors1,2008-01-15,2008-01-20,Germany,Carpet,,,0
2012,s-hertogenbosch,2012-06-17,2012-06-23,Netherlands,Grass,398250,€,250
2001,france-f11-futures_itf_procircuit0,2001-07-09,2001-07-16,FRA,Clay,,,25
2012,brazil-f8-futures_itf_procircuit0,2012-02-20,2012-02-26,BRA,Clay,,,25
2012,newport,2012-07-09,2012-07-15,USA,Grass,398250,$,250
2012,bstad,2012-07-09,2012-07-15,Sweden,Clay,358425,€,250
2012,stuttgart,2012-07-09,2012-07-15,Germany,Grass,358425,€,250
2012,umag,2012-07-09,2012-07-15,Croatia,Clay,358425,€,250
2012,hamburg,2012-07-16,2012-07-22,Germany,Clay,900000,€,500
2012,atlanta,2012-07-16,2012-07-22,USA,Hard,477900,$,250
2012,gstaad,2012-07-16,2012-07-22,Switzerland,Clay,358425,€,250
2012,kitzbuhel,2012-07-22,2012-07-28,Austria,Clay,358425,€,250
2012,los-angeles,2012-07-23,2012-07-29,USA,Hard,557550,$,250
2008,ecuador-f7-futures_itf_procircuit0,2008-10-06,2008-10-12,ECU,Clay,,,25
2012,washington,2012-07-30,2012-08-05,USA,Hard,1049760,$,500
2012,toronto,2012-08-06,2012-08-12,Canada,Hard,2648700,$,1000
2014,slovakia-f4-futures_itf_procircuit0,2014-08-04,2014-08-10,SVK,Clay,,,25
2008,bavarian-junior-championships-2008_itf_juniors0,2008-02-27,2008-03-02,Germany,Carpet,,,0
2014,spain-f21-futures_itf_procircuit0,2014-08-04,2014-08-10,ESP,Hard,,,25
2008,bavarian-junior-championships-2008_itf_juniors1,2008-02-27,2008-03-02,Germany,Carpet,,,0
1989,raleigh_challenger,1989-05-15,1989-05-21,USA,Hard,25000,$,100
1990,sao-paulo_challenger,1990-02-12,1990-02-18,Brazil,Clay,50000,$,100
2012,ttt-itf-junior-tennis-championship_itf_juniors1,2012-08-27,2012-09-01,IND,Clay,,,0
2009,8th-mouhafaza-club-international-itf-junior-tournament_itf_juniors1,2009-07-06,2009-07-10,SYR,Hard,,,0
2012,caracas-junior-open-2012_itf_juniors0,2012-08-27,2012-09-01,VEN,Hard,,,0
2016,itf-u18-empire-cup-2016_itf_juniors1,2016-03-07,2016-03-13,SVK,Hard,,,0
2009,south-african-airways-junior-open_itf_juniors0,2009-07-06,2009-07-11,RSA,Hard,,,0
2012,caracas-junior-open-2012_itf_juniors1,2012-08-27,2012-09-01,VEN,Hard,,,0
2012,education-cup_itf_juniors0,2012-08-27,2012-09-02,LAT,Clay,,,0
2012,neocom-open_itf_juniors0,2012-08-28,2012-09-02,MKD,Clay,,,0
2016,nan-ying-cup-international-junior-championships-2016_itf_juniors0,2016-03-08,2016-03-13,TPE,Clay,,,0
2012,neocom-open_itf_juniors1,2012-08-28,2012-09-02,MKD,Clay,,,0
2012,radenska-open_itf_juniors0,2012-08-28,2012-09-02,SLO,Clay,,,0
2009,south-african-airways-junior-open_itf_juniors1,2009-07-06,2009-07-11,RSA,Hard,,,0
2012,radenska-open_itf_juniors1,2012-08-28,2012-09-02,SLO,Clay,,,0
2016,nan-ying-cup-international-junior-championships-2016_itf_juniors1,2016-03-08,2016-03-13,TPE,Clay,,,0
2012,2nd-mostar-open_itf_juniors0,2012-08-28,2012-09-02,BIH,Clay,,,0
1993,poland-masters_itf_procircuit1,1993-06-27,1993-07-24,POL,Clay,,,25
2009,pajulahti-cup_itf_juniors0,2009-07-06,2009-07-11,FIN,Clay,,,0
2012,2nd-mostar-open_itf_juniors1,2012-08-28,2012-09-02,BIH,Clay,,,0
1993,poland-masters_itf_procircuit2,1993-06-27,1993-07-24,POL,Clay,,,25
2012,talentum-cup_itf_juniors0,2012-08-29,2012-09-02,HUN,Clay,,,0
1993,poland-masters_itf_procircuit3,1993-06-27,1993-07-24,POL,Clay,,,25
2012,talentum-cup_itf_juniors1,2012-08-29,2012-09-02,HUN,Clay,,,0
2009,pajulahti-cup_itf_juniors1,2009-07-06,2009-07-11,FIN,Clay,,,0
1993,poland-masters_itf_procircuit0,1993-06-27,1993-07-24,POL,Clay,,,25
2012,us-open-junior-tennis-championships_itf_juniors0,2012-09-02,2012-09-09,USA,Hard,,,0
2012,us-open-junior-tennis-championships_itf_juniors1,2012-09-02,2012-09-09,USA,Hard,,,0
2009,aegon-scottish-junior-international_itf_juniors0,2009-07-06,2009-07-11,GBR,Clay,,,0
2012,first-iran-international-junior-tournament_itf_juniors0,2012-09-03,2012-09-07,IRI,Clay,,,0
2012,first-iran-international-junior-tournament_itf_juniors1,2012-09-03,2012-09-07,IRI,Clay,,,0
2012,2012-hyogo-international-junior-tournament-2_itf_juniors0,2012-09-03,2012-09-07,JPN,Hard,,,0
2009,aegon-scottish-junior-international_itf_juniors1,2009-07-06,2009-07-11,GBR,Clay,,,0
2012,2012-hyogo-international-junior-tournament-2_itf_juniors1,2012-09-03,2012-09-07,JPN,Hard,,,0
2005,venezuela-1-satellite_itf_procircuit2,2005-05-02,2005-05-29,VEN,Hard,,,25
1998,australia-f3-futures_itf_procircuit0,1998-11-18,1998-11-22,AUS,Grass,,,25
1994,slovenia-1-masters_itf_procircuit1,1994-07-17,1994-08-12,SLO,Clay,,,25
2001,spain-f1-futures_itf_procircuit0,2001-07-09,2001-07-15,ESP,Clay,,,25
1998,japan-f5-futures_itf_procircuit0,1998-11-18,1998-11-22,JPN,Hard,,,25
1998,brazil-f6-futures_itf_procircuit0,1998-11-23,1998-11-29,BRA,Clay,,,25
2005,venezuela-1-satellite_itf_procircuit3,2005-05-02,2005-05-29,VEN,Hard,,,25
1993,mexico-2-masters_itf_procircuit2,1993-07-03,1993-08-01,MEX,Hard,,,25
2001,hungary-f3-futures_itf_procircuit0,2001-07-09,2001-07-15,HUN,Clay,,,25
1998,usa-f9-futures_itf_procircuit0,1998-11-23,1998-11-29,USA,Hard,,,25
2005,venezuela-1-satellite_itf_procircuit0,2005-05-02,2005-05-29,VEN,Hard,,,25
1998,chile-f2-futures_itf_procircuit0,1998-11-23,1998-11-29,CHI,Clay,,,25
2005,venezuela-1-satellite_itf_procircuit1,2005-05-02,2005-05-29,VEN,Hard,,,25
1993,mexico-2-masters_itf_procircuit3,1993-07-03,1993-08-01,MEX,Hard,,,25
1993,mexico-2-masters_itf_procircuit0,1993-07-03,1993-08-01,MEX,Hard,,,25
1993,mexico-2-masters_itf_procircuit1,1993-07-03,1993-08-01,MEX,Hard,,,25
2001,romania-f2-futures_itf_procircuit0,2001-07-09,2001-07-15,ROU,Clay,,,25
1998,uruguay-f1-futures_itf_procircuit0,1998-11-23,1998-11-29,URU,Clay,,,25
1998,australia-f4-futures_itf_procircuit0,1998-11-25,1998-11-29,AUS,Grass,,,25
1993,usa-4-masters_itf_procircuit0,1993-07-09,1993-08-08,USA,Hard,,,25
1993,usa-4-masters_itf_procircuit1,1993-07-09,1993-08-08,USA,Hard,,,25
1993,usa-4-masters_itf_procircuit2,1993-07-09,1993-08-08,USA,Hard,,,25
1993,usa-4-masters_itf_procircuit3,1993-07-09,1993-08-08,USA,Hard,,,25
2012,croatia-f2-futures_itf_procircuit0,2012-02-20,2012-02-26,CRO,Hard,,,25
2001,slovak-rep.-f5-futures_itf_procircuit0,2001-07-09,2001-07-15,SVK,Clay,,,25
1998,japan-f6-futures_itf_procircuit0,1998-11-25,1998-11-29,JPN,Hard,,,25
2009,ltat---itf-junior-tournament-3_itf_juniors0,2009-07-06,2009-07-11,THA,Hard,,,0
2005,colombia-f4-futures_itf_procircuit0,2005-05-02,2005-05-08,COL,Clay,,,25
2001,turkey-f3-futures_itf_procircuit0,2001-07-09,2001-07-15,TUR,Hard,,,25
2001,usa-f17c-futures_itf_procircuit0,2001-07-09,2001-07-15,USA,Clay,,,25
2012,russia-f5-futures_itf_procircuit0,2012-02-20,2012-02-26,RUS,Hard,,,25
2005,korea-rep.-f1-futures_itf_procircuit0,2005-05-02,2005-05-08,KOR,Hard,,,25
1989,modena_challenger,1989-06-05,1989-06-11,Italy,Clay,25000,$,100
2005,uzbekistan-f3-futures_itf_procircuit0,2005-05-02,2005-05-08,UZB,Hard,,,25
2012,usa-f5-futures_itf_procircuit0,2012-02-20,2012-02-26,USA,Hard,,,25
2014,usa-f23-futures_itf_procircuit0,2014-08-04,2014-08-10,USA,Hard,,,25
2012,chile-f3-futures_itf_procircuit0,2012-02-20,2012-02-26,CHI,Clay,,,25
1987,bloemfontein_challenger,1987-11-23,1987-11-29,South Africa,Hard,25000,$,100
2009,ltat---itf-junior-tournament-3_itf_juniors1,2009-07-06,2009-07-11,THA,Hard,,,0
2014,belarus-f1-futures_itf_procircuit0,2014-08-11,2014-08-17,BLR,Hard,,,25
1988,pescara_challenger,1988-08-22,1988-08-28,Italy,Hard,25000,$,100
1989,montabaur_challenger,1989-06-05,1989-06-11,Germany,Clay,25000,$,100
1990,nairobi_challenger,1990-02-12,1990-02-18,Kenya,Clay,25000,$,100
1988,rumikon_challenger,1988-08-22,1988-08-28,Switzerland,Clay,25000,$,100
